English,POS,Chinese_1,Chinese_2,Example,Course,Date,Correct,Total,srs_interval,srs_ease,srs_due,srs_streak,srs_last_review
balloon,,氣球,,,國小1200-其他名詞,2026-03-07,0,0,0,2.5,,0,
danger,,危險,,,國小1200-感嘆詞,2026-03-07,0,0,0,2.5,,0,
debate,,辯論,,,國小1200-感嘆詞,2026-03-07,0,0,0,2.5,,0,
base,,基地、壘包,,,國小1200-其他名詞,2026-03-07,0,0,0,2.5,,0,
decision,,決定,,,國小1200-感嘆詞,2026-03-07,0,0,0,2.5,,0,
beauty,,美麗,,,國小1200-其他名詞,2026-03-07,0,0,0,2.5,,0,
department,,部門,,,國小1200-感嘆詞,2026-03-07,0,0,0,2.5,,0,
beginner,,初學者,,,國小1200-其他名詞,2026-03-07,0,0,0,2.5,,0,
desire,,慾望、渴望,,,國小1200-感嘆詞,2026-03-07,0,0,0,2.5,,0,
beginning,,開始,,,國小1200-其他名詞,2026-03-07,0,0,0,2.5,,0,
difference,,不同,,,國小1200-感嘆詞,2026-03-07,0,0,0,2.5,,0,
bell,,鈴、鈴鐺,,,國小1200-其他名詞,2026-03-07,0,0,0,2.5,,0,
difficulty,,困難,,,國小1200-感嘆詞,2026-03-07,0,0,0,2.5,,0,
birthday,,生日,,,國小1200-其他名詞,2026-03-07,0,0,0,2.5,,0,
direction,,方向,,,國小1200-感嘆詞,2026-03-07,0,0,0,2.5,,0,
blank,,空格,,,國小1200-其他名詞,2026-03-07,0,0,0,2.5,,0,
discussion,,討論,,,國小1200-感嘆詞,2026-03-07,0,0,0,2.5,,0,
blood,,血,,,國小1200-其他名詞,2026-03-07,0,0,0,2.5,,0,
dream,,夢想、夢,,,國小1200-感嘆詞,2026-03-07,0,0,0,2.5,,0,
bomb,,炸彈,,,國小1200-其他名詞,2026-03-07,0,0,0,2.5,,0,
duty,,責任,,,國小1200-感嘆詞,2026-03-07,0,0,0,2.5,,0,
bottom,,底部,,,國小1200-其他名詞,2026-03-07,0,0,0,2.5,,0,
edge,,邊緣,,,國小1200-感嘆詞,2026-03-07,0,0,0,2.5,,0,
branch,,分枝,,,國小1200-其他名詞,2026-03-07,0,0,0,2.5,,0,
education,,教育,,,國小1200-感嘆詞,2026-03-07,0,0,0,2.5,,0,
bundle,,一捆(卷、束),,,國小1200-其他名詞,2026-03-07,0,0,0,2.5,,0,
effort,,努力,,,國小1200-感嘆詞,2026-03-07,0,0,0,2.5,,0,
cable,,電纜線,,,國小1200-其他名詞,2026-03-07,0,0,0,2.5,,0,
e-mail,,電子郵件,,,國小1200-感嘆詞,2026-03-07,0,0,0,2.5,,0,
cage,,籠子,,,國小1200-其他名詞,2026-03-07,0,0,0,2.5,,0,
emotion,,情緒,,,國小1200-感嘆詞,2026-03-07,0,0,0,2.5,,0,
can,,罐頭,,,國小1200-其他名詞,2026-03-07,0,0,0,2.5,,0,
enemy,,敵人,,,國小1200-感嘆詞,2026-03-07,0,0,0,2.5,,0,
captain,,領隊、機(艦)長,,,國小1200-其他名詞,2026-03-07,0,0,0,2.5,,0,
energy,,活力,,,國小1200-感嘆詞,2026-03-07,0,0,0,2.5,,0,
case,,盒子、案件,,,國小1200-其他名詞,2026-03-07,0,0,0,2.5,,0,
engine,,引擎,,,國小1200-感嘆詞,2026-03-07,0,0,0,2.5,,0,
castle,,城堡,,,國小1200-其他名詞,2026-03-07,0,0,0,2.5,,0,
entrance,,入口、進入,,,國小1200-感嘆詞,2026-03-07,0,0,0,2.5,,0,
cause,,因素,,,國小1200-其他名詞,2026-03-07,0,0,0,2.5,,0,
error,,錯誤、過失,,,國小1200-感嘆詞,2026-03-07,0,0,0,2.5,,0,
cellphone,,手機,,,國小1200-其他名詞,2026-03-07,0,0,0,2.5,,0,
event,,事件、比賽項目,,,國小1200-感嘆詞,2026-03-07,0,0,0,2.5,,0,
center,,中心,,,國小1200-其他名詞,2026-03-07,0,0,0,2.5,,0,
excuse,,藉口,,,國小1200-感嘆詞,2026-03-07,0,0,0,2.5,,0,
century,,一世紀,,,國小1200-其他名詞,2026-03-07,0,0,0,2.5,,0,
exit,,出口,,,國小1200-感嘆詞,2026-03-07,0,0,0,2.5,,0,
chance,,機會,,,國小1200-其他名詞,2026-03-07,0,0,0,2.5,,0,
experience,,經驗,,,國小1200-感嘆詞,2026-03-07,0,0,0,2.5,,0,
channel,,頻道,,,國小1200-其他名詞,2026-03-07,0,0,0,2.5,,0,
fact,,事實,,,國小1200-感嘆詞,2026-03-07,0,0,0,2.5,,0,
character,,角色、個性,,,國小1200-其他名詞,2026-03-07,0,0,0,2.5,,0,
fault,,錯誤、缺點,,,國小1200-感嘆詞,2026-03-07,0,0,0,2.5,,0,
chart,,表格,,,國小1200-其他名詞,2026-03-07,0,0,0,2.5,,0,
fear,,恐懼,,,國小1200-感嘆詞,2026-03-07,0,0,0,2.5,,0,
childhood,,童年,,,國小1200-其他名詞,2026-03-07,0,0,0,2.5,,0,
fee,,費用,,,國小1200-感嘆詞,2026-03-07,0,0,0,2.5,,0,
feeling,,感覺,,,國小1200-其他名詞,2026-03-07,0,0,0,2.5,,0,
lack,,缺乏,,,國小1200-其他名詞,2026-03-07,0,0,0,2.5,,0,
poison,,毒(物),,,國小1200-感嘆詞,2026-03-07,0,0,0,2.5,,0,
fire,,火,,,國小1200-其他名詞,2026-03-07,0,0,0,2.5,,0,
leader,,領導者,,,國小1200-其他名詞,2026-03-07,0,0,0,2.5,,0,
pollution,,汙染(不可數),,,國小1200-感嘆詞,2026-03-07,0,0,0,2.5,,0,
flag,,旗子,,,國小1200-其他名詞,2026-03-07,0,0,0,2.5,,0,
leaf,,(,,,國小1200-其他名詞,2026-03-07,0,0,0,2.5,,0,
population,,人口(不可數),,,國小1200-感嘆詞,2026-03-07,0,0,0,2.5,,0,
flight,,班機、航班,,,國小1200-其他名詞,2026-03-07,0,0,0,2.5,,0,
level,,程度、水平,,,國小1200-其他名詞,2026-03-07,0,0,0,2.5,,0,
powder,,粉末(不可數),,,國小1200-感嘆詞,2026-03-07,0,0,0,2.5,,0,
foreigner,,外國人,,,國小1200-其他名詞,2026-03-07,0,0,0,2.5,,0,
lid,,蓋子,,,國小1200-其他名詞,2026-03-07,0,0,0,2.5,,0,
power,,力量(不可數),,,國小1200-感嘆詞,2026-03-07,0,0,0,2.5,,0,
flower,,花,,,國小1200-其他名詞,2026-03-07,0,0,0,2.5,,0,
link,,連結,,,國小1200-其他名詞,2026-03-07,0,0,0,2.5,,0,
pressure,,壓力(不可數),,,國小1200-感嘆詞,2026-03-07,0,0,0,2.5,,0,
freedom,,自由,,,國小1200-其他名詞,2026-03-07,0,0,0,2.5,,0,
locker,,置物櫃,,,國小1200-其他名詞,2026-03-07,0,0,0,2.5,,0,
prize,,獎品/金,,,國小1200-感嘆詞,2026-03-07,0,0,0,2.5,,0,
friendship,,友誼,,,國小1200-其他名詞,2026-03-07,0,0,0,2.5,,0,
mail,,郵件,,,國小1200-其他名詞,2026-03-07,0,0,0,2.5,,0,
production,,產品,,,國小1200-感嘆詞,2026-03-07,0,0,0,2.5,,0,
fun,,樂趣,,,國小1200-其他名詞,2026-03-07,0,0,0,2.5,,0,
manner,,方法、方式,,,國小1200-其他名詞,2026-03-07,0,0,0,2.5,,0,
program,,節目、課程,,,國小1200-感嘆詞,2026-03-07,0,0,0,2.5,,0,
garbage,,垃圾,,,國小1200-其他名詞,2026-03-07,0,0,0,2.5,,0,
mass,,大量,,,國小1200-其他名詞,2026-03-07,0,0,0,2.5,,0,
progress,,進步(不可數),,,國小1200-感嘆詞,2026-03-07,0,0,0,2.5,,0,
gas,,天然氣,,,國小1200-其他名詞,2026-03-07,0,0,0,2.5,,0,
matter,,事件、物質,,,國小1200-其他名詞,2026-03-07,0,0,0,2.5,,0,
project,,計畫,,,國小1200-感嘆詞,2026-03-07,0,0,0,2.5,,0,
gesture,,手勢,,,國小1200-其他名詞,2026-03-07,0,0,0,2.5,,0,
meaning,,意思、意義,,,國小1200-其他名詞,2026-03-07,0,0,0,2.5,,0,
purpose,,目的、意圖,,,國小1200-感嘆詞,2026-03-07,0,0,0,2.5,,0,
ghost,,鬼魂,,,國小1200-其他名詞,2026-03-07,0,0,0,2.5,,0,
meeting,,會議,,,國小1200-其他名詞,2026-03-07,0,0,0,2.5,,0,
reason,,理由、理性,,,國小1200-感嘆詞,2026-03-07,0,0,0,2.5,,0,
gift,,禮物、才賦,,,國小1200-其他名詞,2026-03-07,0,0,0,2.5,,0,
member,,會員、成員,,,國小1200-其他名詞,2026-03-07,0,0,0,2.5,,0,
report,,報告、報導,,,國小1200-感嘆詞,2026-03-07,0,0,0,2.5,,0,
goal,,目標,,,國小1200-其他名詞,2026-03-07,0,0,0,2.5,,0,
message,,訊息,,,國小1200-其他名詞,2026-03-07,0,0,0,2.5,,0,
result,,結果,,,國小1200-感嘆詞,2026-03-07,0,0,0,2.5,,0,
God,,上帝、神,,,國小1200-其他名詞,2026-03-07,0,0,0,2.5,,0,
metal,,金屬,,,國小1200-其他名詞,2026-03-07,0,0,0,2.5,,0,
robot,,機器人,,,國小1200-感嘆詞,2026-03-07,0,0,0,2.5,,0,
goodness,,女神,,,國小1200-其他名詞,2026-03-07,0,0,0,2.5,,0,
method,,方法、辦法,,,國小1200-其他名詞,2026-03-07,0,0,0,2.5,,0,
rock,,岩石、搖滾樂,,,國小1200-感嘆詞,2026-03-07,0,0,0,2.5,,0,
government,,政府,,,國小1200-其他名詞,2026-03-07,0,0,0,2.5,,0,
mind,,頭腦、意向,,,國小1200-其他名詞,2026-03-07,0,0,0,2.5,,0,
role,,角色,,,國小1200-感嘆詞,2026-03-07,0,0,0,2.5,,0,
grass,,草、草地,,,國小1200-其他名詞,2026-03-07,0,0,0,2.5,,0,
mistake,,錯誤,,,國小1200-其他名詞,2026-03-07,0,0,0,2.5,,0,
root,,根源,,,國小1200-感嘆詞,2026-03-07,0,0,0,2.5,,0,
ground,,地面,,,國小1200-其他名詞,2026-03-07,0,0,0,2.5,,0,
motion,,移動、運行,,,國小1200-其他名詞,2026-03-07,0,0,0,2.5,,0,
rope,,繩子,,,國小1200-感嘆詞,2026-03-07,0,0,0,2.5,,0,
group,,團體、小組,,,國小1200-其他名詞,2026-03-07,0,0,0,2.5,,0,
movement,,變遷、運動,,,國小1200-其他名詞,2026-03-07,0,0,0,2.5,,0,
rose,,玫瑰花,,,國小1200-感嘆詞,2026-03-07,0,0,0,2.5,,0,
gun,,槍,,,國小1200-其他名詞,2026-03-07,0,0,0,2.5,,0,
mud,,泥漿,,,國小1200-其他名詞,2026-03-07,0,0,0,2.5,,0,
rule,,規則,,,國小1200-感嘆詞,2026-03-07,0,0,0,2.5,,0,
habit,,習慣,,,國小1200-其他名詞,2026-03-07,0,0,0,2.5,,0,
nest,,巢、窩,,,國小1200-其他名詞,2026-03-07,0,0,0,2.5,,0,
safety,,安全,,,國小1200-感嘆詞,2026-03-07,0,0,0,2.5,,0,
haircut,,理髮,,,國小1200-其他名詞,2026-03-07,0,0,0,2.5,,0,
news,,消息(不可數),,,國小1200-其他名詞,2026-03-07,0,0,0,2.5,,0,
sale,,出售,,,國小1200-感嘆詞,2026-03-07,0,0,0,2.5,,0,
heat,,熱氣、熱,,,國小1200-其他名詞,2026-03-07,0,0,0,2.5,,0,
newspaper,,報紙,,,國小1200-其他名詞,2026-03-07,0,0,0,2.5,,0,
sample,,樣品、實例,,,國小1200-感嘆詞,2026-03-07,0,0,0,2.5,,0,
honesty,,誠實,,,國小1200-其他名詞,2026-03-07,0,0,0,2.5,,0,
noise,,噪音,,,國小1200-其他名詞,2026-03-07,0,0,0,2.5,,0,
sand,,沙子,,,國小1200-感嘆詞,2026-03-07,0,0,0,2.5,,0,
honey,,蜂蜜,,,國小1200-其他名詞,2026-03-07,0,0,0,2.5,,0,
note,,筆記、音符,,,國小1200-其他名詞,2026-03-07,0,0,0,2.5,,0,
scene,,景色、場景,,,國小1200-感嘆詞,2026-03-07,0,0,0,2.5,,0,
human,,人類,,,國小1200-其他名詞,2026-03-07,0,0,0,2.5,,0,
object,,物體、受格,,,國小1200-其他名詞,2026-03-07,0,0,0,2.5,,0,
scenery,,風景(不可數),,,國小1200-感嘆詞,2026-03-07,0,0,0,2.5,,0,
humor,,幽默,,,國小1200-其他名詞,2026-03-07,0,0,0,2.5,,0,
operation,,操作,,,國小1200-其他名詞,2026-03-07,0,0,0,2.5,,0,
screen,,螢幕,,,國小1200-感嘆詞,2026-03-07,0,0,0,2.5,,0,
hunger,,飢餓,,,國小1200-其他名詞,2026-03-07,0,0,0,2.5,,0,
opinion,,意見,,,國小1200-其他名詞,2026-03-07,0,0,0,2.5,,0,
secret,,秘密,,,國小1200-感嘆詞,2026-03-07,0,0,0,2.5,,0,
idea,,點子、想法,,,國小1200-其他名詞,2026-03-07,0,0,0,2.5,,0,
seat,,座位,,,國小1200-感嘆詞,2026-03-07,0,0,0,2.5,,0,
importance,,重要性,,,國小1200-其他名詞,2026-03-07,0,0,0,2.5,,0,
party,,派對,,,國小1200-其他名詞,2026-03-07,0,0,0,2.5,,0,
section,,部分、區域,,,國小1200-感嘆詞,2026-03-07,0,0,0,2.5,,0,
income,,收入,,,國小1200-其他名詞,2026-03-07,0,0,0,2.5,,0,
pattern,,圖案、樣式,,,國小1200-其他名詞,2026-03-07,0,0,0,2.5,,0,
seed,,種子,,,國小1200-感嘆詞,2026-03-07,0,0,0,2.5,,0,
influence,,影響力、作用,,,國小1200-其他名詞,2026-03-07,0,0,0,2.5,,0,
peace,,和平(不可數),,,國小1200-其他名詞,2026-03-07,0,0,0,2.5,,0,
sense,,意識、觀念,,,國小1200-感嘆詞,2026-03-07,0,0,0,2.5,,0,
information,,資訊 (不可數),,,國小1200-其他名詞,2026-03-07,0,0,0,2.5,,0,
period,,期間、時代,,,國小1200-其他名詞,2026-03-07,0,0,0,2.5,,0,
sentence,,句子,,,國小1200-感嘆詞,2026-03-07,0,0,0,2.5,,0,
Internet,,網際網路,,,國小1200-其他名詞,2026-03-07,0,0,0,2.5,,0,
photo,,照片,,,國小1200-其他名詞,2026-03-07,0,0,0,2.5,,0,
service,,服務(不可數),,,國小1200-感嘆詞,2026-03-07,0,0,0,2.5,,0,
interview,,訪問、面談,,,國小1200-其他名詞,2026-03-07,0,0,0,2.5,,0,
pile,,堆、疊,,,國小1200-其他名詞,2026-03-07,0,0,0,2.5,,0,
set,,一套,,,國小1200-感嘆詞,2026-03-07,0,0,0,2.5,,0,
invitation,,邀請,,,國小1200-其他名詞,2026-03-07,0,0,0,2.5,,0,
pin,,大頭針,,,國小1200-其他名詞,2026-03-07,0,0,0,2.5,,0,
shore,,(海、河)岸,,,國小1200-感嘆詞,2026-03-07,0,0,0,2.5,,0,
joke,,玩笑、笑話,,,國小1200-其他名詞,2026-03-07,0,0,0,2.5,,0,
pipe,,導管、煙斗,,,國小1200-其他名詞,2026-03-07,0,0,0,2.5,,0,
side,,邊、面,,,國小1200-感嘆詞,2026-03-07,0,0,0,2.5,,0,
joy,,歡喜、喜樂,,,國小1200-其他名詞,2026-03-07,0,0,0,2.5,,0,
planet,,行星、星球,,,國小1200-其他名詞,2026-03-07,0,0,0,2.5,,0,
sight,,視力、看法,,,國小1200-感嘆詞,2026-03-07,0,0,0,2.5,,0,
player,,球員、選手,,,國小1200-其他名詞,2026-03-07,0,0,0,2.5,,0,
silence,,沉默(不可數),,,國小1200-感嘆詞,2026-03-07,0,0,0,2.5,,0,
kingdom,,王國,,,國小1200-其他名詞,2026-03-07,0,0,0,2.5,,0,
pleasure,,樂趣,,,國小1200-其他名詞,2026-03-07,0,0,0,2.5,,0,
skill,,技巧、能力,,,國小1200-感嘆詞,2026-03-07,0,0,0,2.5,,0,
smile,,微笑,,,國小1200-其他名詞,2026-03-07,0,0,0,2.5,,0,
voice,,(人的)聲音,,,國小1200-其他名詞,2026-03-07,0,0,0,2.5,,0,
feel,,感覺、感到,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
society,,社會,,,國小1200-其他名詞,2026-03-07,0,0,0,2.5,,0,
war,,戰爭,,,國小1200-其他名詞,2026-03-07,0,0,0,2.5,,0,
hear,,聽到,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
soul,,靈魂、核心,,,國小1200-其他名詞,2026-03-07,0,0,0,2.5,,0,
way,,方法、道路,,,國小1200-其他名詞,2026-03-07,0,0,0,2.5,,0,
space,,空間、外太空,,,國小1200-其他名詞,2026-03-07,0,0,0,2.5,,0,
wedding,,婚禮,,,國小1200-其他名詞,2026-03-07,0,0,0,2.5,,0,
look,,注視、看著,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
speech,,演講,,,國小1200-其他名詞,2026-03-07,0,0,0,2.5,,0,
wood,,木頭,,,國小1200-其他名詞,2026-03-07,0,0,0,2.5,,0,
see,,看到,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
speed,,速度,,,國小1200-其他名詞,2026-03-07,0,0,0,2.5,,0,
word,,字、話,,,國小1200-其他名詞,2026-03-07,0,0,0,2.5,,0,
smell,,聞(到),,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
spirit,,精神,,,國小1200-其他名詞,2026-03-07,0,0,0,2.5,,0,
sound,,聽(到),,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
state,,狀態、地位,,,國小1200-其他名詞,2026-03-07,0,0,0,2.5,,0,
net,,網子,,,國小1200-其他名詞,2026-03-07,0,0,0,2.5,,0,
taste,,嚐(到),,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
steam,,蒸氣,,,國小1200-其他名詞,2026-03-07,0,0,0,2.5,,0,
principle,,原理、原則,,,國小1200-其他名詞,2026-03-07,0,0,0,2.5,,0,
step,,步伐、腳步,,,國小1200-其他名詞,2026-03-07,0,0,0,2.5,,0,
check,,檢查,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
stone,,石頭,,,國小1200-其他名詞,2026-03-07,0,0,0,2.5,,0,
complete,,完成,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
end,,結束,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
style,,風格、型態,,,國小1200-其他名詞,2026-03-07,0,0,0,2.5,,0,
finish,,完成 +,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
subject,,話題、主格,,,國小1200-其他名詞,2026-03-07,0,0,0,2.5,,0,
succeed,,成功,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
success,,成功,,,國小1200-其他名詞,2026-03-07,0,0,0,2.5,,0,
survive,,存活、生存,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
swing,,搖晃,,,國小1200-其他名詞,2026-03-07,0,0,0,2.5,,0,
affect,,影響,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
symbol,,象徵,,,國小1200-其他名詞,2026-03-07,0,0,0,2.5,,0,
believe,,相信,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
system,,系統,,,國小1200-其他名詞,2026-03-07,0,0,0,2.5,,0,
blame,,責罵,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
talent,,才華,,,國小1200-其他名詞,2026-03-07,0,0,0,2.5,,0,
bother,,打擾,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
tear,,淚水,,,國小1200-其他名詞,2026-03-07,0,0,0,2.5,,0,
confuse,,使困惑,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
term,,任期、術語,,,國小1200-其他名詞,2026-03-07,0,0,0,2.5,,0,
consider,,考慮、認為,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
thief,,小偷,,,國小1200-其他名詞,2026-03-07,0,0,0,2.5,,0,
develop,,發展,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
thing,,事情,,,國小1200-其他名詞,2026-03-07,0,0,0,2.5,,0,
divide,,劃分、分開,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
thought,,想法,,,國小1200-其他名詞,2026-03-07,0,0,0,2.5,,0,
doubt,,懷疑,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
ticket,,票、罰單,,,國小1200-其他名詞,2026-03-07,0,0,0,2.5,,0,
ease,,減緩、使舒適,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
title,,標題、頭銜,,,國小1200-其他名詞,2026-03-07,0,0,0,2.5,,0,
embarrass,,使尷尬,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
tool,,工具,,,國小1200-其他名詞,2026-03-07,0,0,0,2.5,,0,
forgive,,原諒,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
topic,,題目、主題,,,國小1200-其他名詞,2026-03-07,0,0,0,2.5,,0,
forget,,忘記,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
tower,,塔,,,國小1200-其他名詞,2026-03-07,0,0,0,2.5,,0,
frighten,,使驚恐、嚇唬,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
trade,,貿易、交換,,,國小1200-其他名詞,2026-03-07,0,0,0,2.5,,0,
gather,,聚集,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
tradition,,傳統,,,國小1200-其他名詞,2026-03-07,0,0,0,2.5,,0,
guess,,猜測,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
trash,,垃圾,,,國小1200-其他名詞,2026-03-07,0,0,0,2.5,,0,
hate,,討厭、恨,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
treasure,,寶藏,,,國小1200-其他名詞,2026-03-07,0,0,0,2.5,,0,
hope,,希望,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
treat,,請客,,,國小1200-其他名詞,2026-03-07,0,0,0,2.5,,0,
imagine,,想像 +,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
tree,,樹,,,國小1200-其他名詞,2026-03-07,0,0,0,2.5,,0,
inspire,,激發、鼓舞,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
trick,,把戲、詭計,,,國小1200-其他名詞,2026-03-07,0,0,0,2.5,,0,
know,,知道、認識,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
trouble,,麻煩,,,國小1200-其他名詞,2026-03-07,0,0,0,2.5,,0,
truth,,真相(不可數),,,國小1200-其他名詞,2026-03-07,0,0,0,2.5,,0,
love,,喜愛,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
tunnel,,隧道,,,國小1200-其他名詞,2026-03-07,0,0,0,2.5,,0,
universe,,宇宙,,,國小1200-其他名詞,2026-03-07,0,0,0,2.5,,0,
need,,需要,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
value,,價值,,,國小1200-其他名詞,2026-03-07,0,0,0,2.5,,0,
notice,,注意 +,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
victory,,勝利,,,國小1200-其他名詞,2026-03-07,0,0,0,2.5,,0,
realize,,了解、領悟到,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
regret,,後悔,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
fight,,打鬥、吵架,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
pull,,拉,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
remember,,記得,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
follow,,跟隨,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
pump,,打氣,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
remind,,提醒、使想起,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
fry,,煎、炸,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
produce,,生產、製造,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
surprise,,使驚訝,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
go,,去,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
protect,,保護,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
think,,想、認為,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
greet,,打招呼、問候,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
push,,推,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
want,,想要 +,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
put,,放置,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
wish,,但願,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
recycle,,回收,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
worry,,擔心,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
revise,,修改,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
bless,,祝福,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
hang,,懸掛,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
rise,,上升,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
act,,行動,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
help,,幫忙,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
roll,,捲、點名,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
bathe,,沐浴,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
hit,,打擊,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
rub,,摩擦,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
beat,,打、擊,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
hold,,握、舉辦,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
hop,,跳,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
rush,,衝、奔,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
bow,,鞠躬,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
hunt,,打獵,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
rob,,搶劫,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
break,,破裂、破壞,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
hurry,,趕快,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
rest,,休息,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
bring,,帶來,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
jump,,跳躍,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
shake,,搖晃、搖動,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
brush,,刷,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
kick,,踢,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
shoot,,開槍、射籃,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
carry,,攜帶,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
knock,,敲擊,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
shout,,吼叫,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
catch,,捉、接,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
kill,,殺(死),,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
shut,,關閉,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
chase,,追逐,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
kiss,,親吻,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
